trial_id,pair_id,trial_number,condition,target_word,participant_id,role,seg,start,end,text,source
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,109,clue_giver,3,3.237,4.593,a lot of trees,textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,109,clue_giver,5,4.9,7.079,"and wild animals, that is a",textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,109,clue_giver,7,10.496,11.533,tiger lives in the...,textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,109,clue_giver,9,12.41,13.168,"but, synonym",textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,109,clue_giver,11,15.314,15.572,n-,textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,109,clue_giver,13,16.716,17.056,yes.,textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,209,guesser,1,11.795,12.404,forest?,textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,209,guesser,3,14.437,14.835,wood?,textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,209,guesser,5,15.201,15.683,"uhm,",textgrid
109_209_36_1_20250115_103432_jungle_ground,109_209,36,ground,jungle,209,guesser,7,16.283,16.698,jungle,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,1,1.624,1.98,"uhm,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,3,2.226,2.663,"so,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,5,3.715,4.834,"so you eat this,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,7,5.095,6.367,"it is sweet,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,9,6.749,7.423,"uh,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,11,7.909,8.471,so,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,13,8.855,9.22,it's,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,15,9.522,10.59,circle,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,17,10.98,11.484,with,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,19,11.879,14.058,a gap in between it,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,21,19.161,20.984,"really bad description, but",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,23,23.881,24.279,"no, no",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,25,24.752,25.794,"cake, so",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,27,26.561,27.495,"ugh, [how do i say this]",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,29,28.415,29.507,"you're right, it's one of",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,31,29.868,31.999,"them only, it's one of the 10 words so...",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,33,37.186,38.976,It's round in shape,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,35,39.341,39.699,and,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,37,40.251,40.873,has...,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,39,42.055,43.393,"I can't say the word, but",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,41,50.196,51.877,"no, no. has gap, has.",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,43,52.07,53.377,"yes, yes, has a hole",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,45,61.685,62.565,"time's up, I think.",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,109,clue_giver,47,66.532,66.798,yeah.,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,209,guesser,1,15.405,15.879,"uhm,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,209,guesser,3,21.809,22.324,"okay,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,209,guesser,5,22.744,23.581,"uh, biscuit?",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,209,guesser,7,31.375,32.002,"uhm,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,209,guesser,9,45.307,45.572,"uhm,",textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,209,guesser,11,48.946,49.449,filling?,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,209,guesser,13,51.533,51.955,hole?,textgrid
109_209_37_1_20250115_103541_doughnut_ground,109_209,37,ground,doughnut,209,guesser,15,54.237,54.685,"uhm,",textgrid
109_209_38_1_20250115_103556_leather_ground,109_209,38,ground,leather,109,clue_giver,1,1.971,2.272,"uhm,",textgrid
109_209_38_1_20250115_103556_leather_ground,109_209,38,ground,leather,109,clue_giver,3,2.58,3.434,"jacket,",textgrid
109_209_38_1_20250115_103556_leather_ground,109_209,38,ground,leather,109,clue_giver,5,3.728,4.206,"uhm,",textgrid
109_209_38_1_20250115_103556_leather_ground,109_209,38,ground,leather,109,clue_giver,7,4.642,5.434,animal.,textgrid
109_209_38_1_20250115_103556_leather_ground,109_209,38,ground,leather,109,clue_giver,9,9.172,9.548,yes.,textgrid
109_209_38_1_20250115_103556_leather_ground,109_209,38,ground,leather,209,guesser,1,8.201,9.046,"Uhm, leather.",textgrid
109_209_39_1_20250115_103607_christmas_ground,109_209,39,ground,christmas,109,clue_giver,1,1.809,4.135,"Recently, which, well, which festival was there?",textgrid
109_209_39_1_20250115_103607_christmas_ground,109_209,39,ground,christmas,109,clue_giver,3,5.529,6.102,Festival.,textgrid
109_209_39_1_20250115_103607_christmas_ground,109_209,39,ground,christmas,109,clue_giver,5,6.709,7.406,Vacation.,textgrid
109_209_39_1_20250115_103607_christmas_ground,109_209,39,ground,christmas,109,clue_giver,7,8.653,9.085,Yes.,textgrid
109_209_39_1_20250115_103607_christmas_ground,109_209,39,ground,christmas,209,guesser,1,5.049,5.464,Which?,textgrid
109_209_39_1_20250115_103607_christmas_ground,109_209,39,ground,christmas,209,guesser,3,8.09,8.65,Christmas.,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,1,2.064,2.541,"Uhm,",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,3,3.478,4.586,"you eat this,",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,5,5.088,5.537,"uh,",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,7,5.757,7.845,when you're a non-vegetarian.,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,9,8.897,10.192,"Okay, a type.",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,11,11.778,12.11,No.,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,13,12.831,13.17,No.,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,15,16.403,16.658,"No,",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,17,17.687,18.183,"No,",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,109,clue_giver,19,26.801,27.375,Yes.,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,209,guesser,1,8.025,8.523,Meat.,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,209,guesser,3,9.17,9.516,"uhm,",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,209,guesser,5,10.55,11.562,Chicken? Beef?,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,209,guesser,7,12.144,12.601,Pork.,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,209,guesser,9,14.567,15.223,"Uhm,",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,209,guesser,11,15.538,15.891,Lamb?,textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,209,guesser,13,17.039,18.321,"Fish? uh,",textgrid
109_209_40_1_20250115_103649_bacon_ground,109_209,40,ground,bacon,209,guesser,15,26.257,26.692,Pig.,textgrid
109_209_41_1_20250115_103706_music_ground,109_209,41,ground,music,109,clue_giver,1,1.805,3.707,"uh, you listen to this",textgrid
109_209_41_1_20250115_103706_music_ground,109_209,41,ground,music,109,clue_giver,3,4.05,6.865,"and, uhm, it, it sounds very nice,",textgrid
109_209_41_1_20250115_103706_music_ground,109_209,41,ground,music,109,clue_giver,5,7.439,8.519,soothing. Yes.,textgrid
109_209_41_1_20250115_103706_music_ground,109_209,41,ground,music,209,guesser,1,7.679,8.077,Music.,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,1,3.292,4.878,"So, when you have,",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,3,6.916,7.223,"when,",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,5,7.858,8.77,"uh, with bread,",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,7,9.931,10.666,"no, not bread,",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,9,10.886,13.385,"when you eat something, you, you cook",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,11,13.921,15.966,"the meat and then there's the,",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,13,17.425,18.491,where you put water. . .,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,15,20.152,20.469,"No, no",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,17,20.735,23.202,"Not the sauce, okay, even if with the sauce it's still...",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,19,23.901,25.909,liquid. What's the liquid part of it called?,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,21,26.878,27.67,There's a word for it.,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,23,38.906,42.117,"Okay, so for example, if you're cooking chicken, you cook the chicken",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,25,42.395,46.423,and then you put water in it and then you add more ingredients so that you make the...,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,27,56.772,59.313,"not, not the soup, but let's call the",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,109,clue_giver,29,63.846,64.383,time's up.,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,1,19.342,19.898,Sauce?,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,3,28.587,29.289,"Uh,",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,5,36.699,38.391,"Can you describe, describe it again.",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,7,48.377,48.977,Stew.,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,9,49.563,50.363,I don't know,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,11,53.986,54.532,"fish,",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,13,54.868,56.044,"uhm, soup",textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,15,61.79,62.505,casserole?,textgrid
109_209_42_1_20250115_103812_gravy_ground,109_209,42,ground,gravy,209,guesser,17,62.797,63.402,I dunno.,textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,109,clue_giver,1,4.155,4.614,Yes.,textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,109,clue_giver,3,7.653,7.955,Yeah.,textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,109,clue_giver,5,9.147,9.47,"Oh,",textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,109,clue_giver,7,9.749,10.077,"oh,",textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,109,clue_giver,9,11.219,12.772,Z- Zip and...,textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,109,clue_giver,11,14.661,16.427,"It, it has something after it.",textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,109,clue_giver,13,17.267,17.632,Yes.,textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,209,guesser,1,3.601,4.122,Zip.,textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,209,guesser,3,7.303,7.515,Yeah.,textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,209,guesser,5,16.668,17.204,Zipper.,textgrid
109_209_43_1_20250115_103835_zipper_ground,109_209,43,ground,zipper,209,guesser,7,17.426,18.03,Z- okay.,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,1,1.89,2.321,Uhm,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,3,5.762,6.77,a type of...,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,5,8.811,9.391,"Uh,",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,7,10.012,10.334,"so,",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,9,11.738,13.147,almond is a type of....,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,11,14.417,14.782,No,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,13,14.983,16.628,"there's different types, uhm...",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,15,17.938,19.313,"keep listing, what you just said.",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,17,22.18,22.622,keep going,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,19,26.65,27.605,k- keep s-,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,21,28.625,29.619,"yeah, just keep going",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,23,34.859,35.843,"It's a big,",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,25,36.933,37.43,big one.,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,27,42.606,43.355,"uhm,",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,29,48.437,48.612,hm?,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,31,52.436,53.196,uhm,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,33,57.994,58.747,"no,",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,35,59.976,60.883,"wait,",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,37,61.507,62.199,"yeah, time's up.",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,39,63.133,64.391,it was walnuts.,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,209,clue_giver,41,65.702,66.409,Yeah.,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,1,13.419,13.97,nut.,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,3,14.412,14.782,Oh,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,5,19.989,21.379,"nut, hazelnut...",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,7,23.859,24.186,"oh,",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,9,24.727,25.369,cashew,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,11,26.991,28.518,am I supposed to list nuts?,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,13,30.748,32.474,"almond, cashew",textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,15,33.095,33.583,s-,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,17,47.488,47.912,what?,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,19,48.805,49.459,What?,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,21,56.479,57.602,Dry fruits?,textgrid
109_209_45_1_20250115_104012_walnut_board,109_209,45,board,walnut,109,guesser,23,64.946,66.409,"Oh, okay.",textgrid
109_209_46_1_20250115_104021_coffee_board,109_209,46,board,coffee,209,clue_giver,1,1.52,1.931,"Uhm,",textgrid
109_209_46_1_20250115_104021_coffee_board,109_209,46,board,coffee,209,clue_giver,3,4.044,5.712,"Instead of tea, you can have...",textgrid
109_209_46_1_20250115_104021_coffee_board,109_209,46,board,coffee,109,guesser,1,5.311,5.766,Coffee.,textgrid
109_209_47_1_20250115_104044_puppy_board,109_209,47,board,puppy,209,clue_giver,1,1.424,2.054,"Uhm,",textgrid
109_209_47_1_20250115_104044_puppy_board,109_209,47,board,puppy,209,clue_giver,3,4.248,6.122,"a cute pet, it's, uh,",textgrid
109_209_47_1_20250115_104044_puppy_board,109_209,47,board,puppy,209,clue_giver,5,9.033,9.727,"uhm,",textgrid
109_209_47_1_20250115_104044_puppy_board,109_209,47,board,puppy,209,clue_giver,7,15.89,16.299,"yeah,",textgrid
109_209_47_1_20250115_104044_puppy_board,109_209,47,board,puppy,209,clue_giver,9,16.594,17.185,"but,",textgrid
109_209_47_1_20250115_104044_puppy_board,109_209,47,board,puppy,209,clue_giver,11,18.116,18.806,"a,",textgrid
109_209_47_1_20250115_104044_puppy_board,109_209,47,board,puppy,109,guesser,1,13.718,15.647,"dog, cat, d- dog",textgrid
109_209_47_1_20250115_104044_puppy_board,109_209,47,board,puppy,109,guesser,3,19.569,20.031,puppy.,textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,209,clue_giver,1,2.47,2.91,"Uhm,",textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,209,clue_giver,3,6.619,6.937,"okay,",textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,209,clue_giver,5,9.347,11.299,"uh, violet is a type of",textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,209,clue_giver,7,12.247,12.991,Violet.,textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,209,clue_giver,9,14.916,15.896,Or dandelion,textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,209,clue_giver,11,16.234,17.058,is a type of...,textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,209,clue_giver,13,17.536,17.867,yeah.,textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,109,guesser,1,11.541,12.12,A what?,textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,109,guesser,3,13.402,15.207,"Violet, oh, inse-",textgrid
109_209_48_1_20250115_104104_flower_board,109_209,48,board,flower,109,guesser,5,17.056,17.483,flower.,textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,209,clue_giver,1,1.666,2.205,"uhm,",textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,209,clue_giver,3,4.282,5.364,it's a....,textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,209,clue_giver,5,6.392,7.666,"circular,",textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,209,clue_giver,7,9.587,10.593,"uhm,",textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,209,clue_giver,9,13.472,14.247,"circular,",textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,209,clue_giver,11,15.865,17.918,"berry. no- not a berry, but",textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,209,clue_giver,13,18.181,19.692,you can put it on desserts.,textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,209,clue_giver,15,24.739,25.309,Yeah.,textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,109,guesser,1,23.778,24.328,Cherry.,textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,109,guesser,3,24.814,25.329,Okay.,textgrid
109_209_49_1_20250115_104132_cherry_board,109_209,49,board,cherry,109,guesser,5,25.732,26.08,Cherry.,textgrid
109_209_50_1_20250115_104149_sugar_board,109_209,50,board,sugar,209,clue_giver,1,1.453,2.182,"uhm,",textgrid
109_209_50_1_20250115_104149_sugar_board,109_209,50,board,sugar,209,clue_giver,3,4.385,5.198,"it's,",textgrid
109_209_50_1_20250115_104149_sugar_board,109_209,50,board,sugar,209,clue_giver,5,8.323,10.788,"unhealthy food, like, biscuits has a lot of",textgrid
109_209_50_1_20250115_104149_sugar_board,109_209,50,board,sugar,209,clue_giver,7,15.049,15.43,Yeah.,textgrid
109_209_50_1_20250115_104149_sugar_board,109_209,50,board,sugar,109,guesser,1,11.504,13.305,"carbohydrates, fats,",textgrid
109_209_50_1_20250115_104149_sugar_board,109_209,50,board,sugar,109,guesser,3,14.299,16.254,"sugar, sweet, sugar",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,1,1.854,2.248,"uhm,",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,3,4.146,4.931,you blow,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,5,5.242,5.792,into it,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,7,8.147,8.864,keep going.,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,9,9.982,10.57,"uhm,",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,11,10.959,11.72,it's louder,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,13,13.271,14.371,"it's uhm,",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,15,21.898,22.605,blow it?,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,17,27.432,28.839,"keep guessing, keep guessing",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,19,30.648,31.324,"uhm,",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,21,32.67,33.031,It's,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,23,33.46,34.715,similar to a saxophone,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,25,39.847,40.699,"Oh, you don't know the name?",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,27,41.167,41.6,"Uhm,",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,29,43.703,44.434,"uhm,",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,31,46.288,46.912,I don't know,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,33,47.249,47.702,It's fine.,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,35,55.512,56.134,Break it down?,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,37,58.082,58.545,"Uhm,",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,209,clue_giver,39,58.944,60.068,"I can't, I'm not allowed to do that",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,1,6.623,7.371,flute?,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,3,12.478,13.273,"louder than,",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,5,18.684,19.829,harmony?,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,7,20.526,20.957,bass?,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,9,23.992,25.133,I have no idea what that is.,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,11,36.843,39.594,"Yeah, I know what you're talking about, I just don't know what that's called.",textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,13,52.482,54.559,you break down the words so I can,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,15,54.93,55.412,get this.,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,17,56.305,56.56,Yeah.,textgrid
109_209_51_1_20250115_104255_trumpet_board,109_209,51,board,trumpet,109,guesser,19,65.047,65.178,what,textgrid
109_209_52_1_20250115_104312_chlorine_board,109_209,52,board,chlorine,209,clue_giver,1,1.494,1.952,"uhm,",textgrid
109_209_52_1_20250115_104312_chlorine_board,109_209,52,board,chlorine,209,clue_giver,3,4.318,4.562,it,textgrid
109_209_52_1_20250115_104312_chlorine_board,109_209,52,board,chlorine,209,clue_giver,5,5.049,6.298,kills bacteria,textgrid
109_209_52_1_20250115_104312_chlorine_board,109_209,52,board,chlorine,209,clue_giver,7,6.707,7.634,when you want to go swimming,textgrid
109_209_52_1_20250115_104312_chlorine_board,109_209,52,board,chlorine,209,clue_giver,9,8.164,8.714,to keep.,textgrid
109_209_52_1_20250115_104312_chlorine_board,109_209,52,board,chlorine,209,clue_giver,11,10.723,11.212,Yep.,textgrid
